254,214,0
113,53,212
254,159,0
187,99,187
9,0,156
113,113,234
156,156,212
100,0,254
234,234,113
212,212,156
212,105,113
187,187,187
234,117,113
155,0,234
254,129,0
254,226,0
56,0,254
254,155,0
34,0,254
43,0,254
88,0,254
78,0,254
119,0,254
214,0,159
240,117,94
254,228,0
254,153,0
223,0,150
254,210,0
244,0,58
254,199,0
254,177,0
226,214,0
254,127,1
254,200,0
205,187,0
92,175,188
52,156,113
227,107,128
53,229,114
129,2,0
113,163,0
193,92,113
127,0,2
53,156,0
106,0,254
44,0,254
161,0,193
130,0,248
208,0,168
208,0,161
174,0,214
169,0,217
134,0,242
242,0,75
160,0,228
207,0,172
202,0,187
197,0,177
164,0,221
198,0,156
206,0,174
130,0,247
128,0,251
122,18,246
97,34,197
52,211,113
125,3,251
117,70,237
101,156,206
75,210,156
145,34,236
53,0,234
53,0,113
53,113,0
75,113,0
92,113,0
217,105,113
170,75,156
105,0,156
117,0,113
53,233,1
185,76,0
130,4,248
53,234,1
217,0,113
181,0,212
242,0,77
230,0,120
244,0,61
153,0,235
238,0,113
187,0,198
132,0,245
194,0,190
235,0,115
134,0,243
171,0,215
212,0,162
243,0,70
203,0,186
132,0,244
150,0,212
91,176,188
120,33,242
105,142,213
105,135,214
77,189,160
53,231,113
71,212,149
116,92,235
119,48,240
118,51,239
60,216,126
75,113,156
75,187,156
16,241,39
212,109,0
254,202,0
113,53,113
254,206,0
127,0,9
113,65,234
52,0,234
103,0,254
156,75,187
79,0,254
92,0,187
187,92,113
193,187,156
114,42,235
254,186,0
254,193,0
254,234,0
222,0,154
254,223,0
169,0,215
254,211,0
94,0,254
115,0,254
63,0,254
69,0,254
59,0,254
254,216,0
159,0,230
68,0,254
254,196,0
244,0,59
145,0,236
244,119,60
254,220,0
238,115,113
71,156,148
204,92,181
217,105,0
176,75,0
40,235,88
81,190,167
204,92,182
237,115,113
226,106,134
150,53,212
170,133,156
113,113,156
113,113,113
212,212,113
234,127,0
234,197,0
254,250,0
187,187,113
254,230,0
254,207,0
254,139,0
83,0,187
62,0,212
47,0,254
254,188,0
61,0,254
254,195,0
254,198,0
254,194,0
52,0,156
254,209,0
127,0,5
159,0,231
172,0,215
254,142,0
110,0,254
254,134,0
254,240,0
95,0,254
121,0,254
89,0,254
254,152,0
254,235,0
124,0,254
86,0,254
254,146,0
254,236,0
245,119,55
223,105,146
252,251,4
228,108,126
167,58,218
254,182,0
75,203,157
239,150,0
183,155,0
139,23,239
52,212,113
241,116,80
205,146,27
193,142,113
234,234,1
0,186,1
129,3,249
232,111,117
79,192,164
105,137,214
237,112,74
116,95,235
172,63,215
249,0,22
163,56,222
185,76,203
76,198,158
191,79,191
117,81,236
213,97,160
187,239,0
234,239,0
92,171,189
200,142,147
238,176,0
212,0,159
125,2,252
129,0,249
220,103,0
212,96,0
91,156,187
5,247,14
0,253,1
192,85,0
246,120,0
94,165,191
2,251,4
183,72,0
105,138,213
22,239,52
103,156,209
32,236,72
107,120,217
133,9,244
241,117,0
252,250,6
198,0,188
118,61,238
157,52,234
45,232,98
51,234,111
103,122,209
7,243,18
72,212,149
92,176,188
172,61,0
53,232,113
83,168,171
59,211,124
9,244,25
60,200,124
107,126,216
123,15,247
182,74,212
89,138,180
78,193,162
116,90,234
230,109,121
218,101,0
159,53,231
150,113,0
133,113,0
199,0,187
246,120,47
131,5,0
157,43,219
250,123,0
202,85,164
207,93,0
134,11,0
234,0,1
144,0,237
230,109,0
242,0,73
155,49,0
166,0,219
187,77,0
217,100,154
245,119,51
91,0,234
151,42,0
139,21,0
82,0,254
234,110,0
113,113,212
235,113,0
254,176,0
10,0,234
1,0,234
156,76,0
86,187,177
88,156,182
93,144,189
87,186,180
62,199,130
27,237,62
112,72,227
54,226,115
104,133,212
117,73,236
91,181,187
123,9,249
64,214,135
87,135,178
163,0,113
185,0,205
142,0,237
252,0,7
252,0,4
209,0,161
193,0,191
108,0,4
253,0,3
3,249,7
52,187,113
70,192,145
1,253,1
85,169,174
93,66,190
106,119,216
105,130,213
3,248,10
47,235,102
62,215,131
154,54,201
56,220,120
89,112,179
117,76,236
89,179,182
100,157,203
236,114,114
126,1,253
175,66,212
170,75,0
192,80,192
215,98,0
176,66,0
225,103,121
135,12,0
224,105,0
233,110,97
132,6,0
239,117,112
147,34,0
234,112,0
143,0,237
240,117,92
245,119,0
184,0,193
147,37,236
232,111,0
140,24,238
230,108,0
148,37,0
149,40,235
216,99,0
139,20,0
253,253,1
166,58,219
124,113,0
232,110,0
245,119,53
163,54,0
197,85,188
184,76,206
177,75,182
247,121,0
254,244,0
254,167,0
125,0,254
67,0,254
27,0,234
26,0,254
4,0,254
187,187,156
19,0,254
212,142,156
212,174,156
2,0,254
1,0,113
52,0,187
21,0,254
41,0,254
77,0,254
228,108,125
60,0,254
84,0,254
12,0,254
250,123,15
254,227,0
211,0,159
226,0,132
244,0,64
229,0,122
207,93,173
220,0,156
249,0,23
162,0,224
211,191,0
227,215,0
197,84,0
194,81,186
128,1,0
52,113,112
105,146,213
119,43,241
193,81,0
43,235,94
156,133,0
124,53,0
187,142,0
156,198,0
227,0,128
185,0,204
209,0,160
156,0,234
227,0,130
242,0,81
48,3,105
254,165,0
156,75,156
254,168,0
254,128,0
156,144,212
2,0,212
127,0,20
200,0,187
210,0,165
163,75,212
254,150,0
218,101,156
254,190,0
253,126,1
203,0,175
175,0,208
97,0,254
254,242,0
179,0,213
51,0,254
249,122,22
233,111,110
244,119,61
254,232,0
254,160,0
176,0,187
173,61,204
246,120,43
78,165,161
91,180,187
103,156,211
249,126,0
13,242,34
253,252,3
171,70,187
44,164,93
75,156,156
10,240,26
104,147,213
93,162,190
116,109,234
75,207,156
52,234,112
14,240,35
28,237,63
75,208,156
104,150,212
119,46,240
90,168,184
1,231,3
104,127,210
174,170,136
199,86,188
251,124,0
217,100,157
224,106,142
248,121,32
238,113,0
232,110,117
201,89,0
138,20,239
184,76,0
222,105,153
223,105,145
233,111,0
134,10,0
219,0,156
167,57,212
184,0,194
189,78,196
231,110,0
198,187,0
221,105,156
176,156,0
244,118,63
253,126,3
222,170,0
167,57,215
254,187,0
197,83,174
226,106,133
204,92,183
254,215,0
197,85,186
254,225,0
156,156,156
77,0,234
113,53,187
83,0,254
254,143,0
66,0,254
254,130,0
234,210,113
5,0,254
3,179,9
253,0,2
198,142,156
212,150,0
105,214,0
150,124,0
54,224,116
11,243,29
104,123,212
136,15,0
89,161,183
80,189,164
171,62,0
123,8,249
174,65,0
105,141,213
91,159,186
71,213,148
78,194,161
202,178,44
154,46,0
123,11,248
160,53,0
162,54,225
187,0,189
240,0,99
164,0,216
133,10,244
130,4,0
210,0,159
185,0,202
241,117,88
220,102,0
252,125,4
243,235,0
75,0,187
254,140,0
52,0,212
1,0,212
254,156,0
234,219,0
0,212,113
0,212,156
113,212,0
156,234,0
253,251,3
170,0,156
234,183,0
203,0,180
221,104,156
119,43,240
33,236,74
164,56,0
116,96,235
74,212,155
110,115,223
211,0,155
53,228,114
205,92,0
222,0,128
124,6,250
137,18,240
238,116,0
107,106,216
226,153,39
151,35,0
112,114,227
75,209,156
70,213,147
49,229,106
32,236,71
193,79,0
127,0,4
131,4,0
1,232,2
239,115,0
198,92,0
183,75,210
254,0,1
113,234,0
108,121,219
89,187,183
100,156,204
121,28,244
239,0,112
91,186,187
88,187,180
66,213,139
251,248,0
124,234,0
198,212,0
170,212,0
176,187,0
206,0,176
97,154,197
50,234,109
143,30,237
57,218,122
2,250,7
110,117,223
56,221,118
146,220,23
117,0,5
75,204,156
116,91,235
82,188,170
47,235,103
236,114,0
231,109,0
130,3,0
146,124,175
113,193,0
216,96,0
204,91,0
162,55,0
231,108,0
154,47,0
101,26,0
254,251,0
187,92,156
254,212,0
10,0,254
217,105,156
15,0,187
122,0,254
233,111,116
254,173,0
254,189,0
235,113,114
213,96,160
219,102,156
164,56,222
253,236,0
252,125,5
146,57,0
172,132,0
236,230,0
219,202,0
160,114,0
142,0,187
220,0,85
180,149,0
242,0,79
183,75,208
241,117,90
217,100,0
189,78,194
142,25,0
221,99,0
219,0,135
236,0,114
141,24,0
214,97,0
117,72,236
135,13,0
91,178,187
104,151,212
57,210,120
115,113,232
106,127,216
142,53,187
106,129,215
37,235,83
108,117,218
190,78,0
104,139,211
6,246,19
132,7,0
66,207,138
11,243,30
242,118,0
117,74,236
91,185,187
155,0,0
234,176,0
156,75,113
75,0,234
36,0,254
191,80,193
254,243,0
137,19,240
161,54,226
254,137,0
208,93,170
254,131,0
204,91,179
163,55,223
176,156,113
198,187,113
217,212,113
124,113,212
170,156,0
150,113,113
90,0,254
209,94,167
158,0,232
72,0,254
207,90,162
208,93,169
199,0,162
176,0,211
247,0,34
223,105,151
163,0,223
159,53,230
169,0,216
206,92,174
160,54,229
243,118,70
186,76,201
96,42,195
108,120,219
125,1,253
110,18,223
74,212,154
