0,0,187,0
0,0,212,0
0,0,234,0
0,0,254,0
0,0,156,0
75,0,0,0
19,0,156,0
23,0,156,0
75,0,156,0
52,0,254,0
70,0,254,0
3,0,254,0
52,0,113,0
57,0,254,0
40,0,254,0
54,0,254,0
198,92,156,0
229,108,123,0
203,92,187,0
205,92,179,0
222,105,156,0
214,98,159,0
203,91,187,0
230,109,120,0
213,97,159,0
222,105,152,0
6,0,254,0
1,0,254,0
53,0,254,0
124,53,113,0
53,0,212,0
200,88,187,0
170,75,113,0
75,0,212,0
234,112,115,0
202,90,187,0
212,105,156,0
187,142,156,0
187,92,187,0
187,99,187,0
9,0,156,0
212,105,113,0
56,0,254,0
34,0,254,0
43,0,254,0
227,107,128,0
193,92,113,0
44,0,254,0
53,0,234,0
53,0,113,0
217,105,113,0
170,75,156,0
113,53,113,0
52,0,234,0
187,92,113,0
63,0,254,0
69,0,254,0
59,0,254,0
68,0,254,0
204,92,181,0
204,92,182,0
226,106,134,0
83,0,187,0
62,0,212,0
47,0,254,0
61,0,254,0
52,0,156,0
223,105,146,0
228,108,126,0
193,142,113,0
232,111,117,0
213,97,160,0
200,142,147,0
230,109,121,0
202,85,164,0
217,100,154,0
10,0,234,0
1,0,234,0
225,103,121,0
197,85,188,0
67,0,254,0
27,0,234,0
26,0,254,0
4,0,254,0
19,0,254,0
212,142,156,0
212,174,156,0
2,0,254,0
52,0,187,0
21,0,254,0
41,0,254,0
228,108,125,0
60,0,254,0
12,0,254,0
207,93,173,0
194,81,186,0
48,3,105,0
2,0,212,0
218,101,156,0
51,0,254,0
199,86,188,0
217,100,157,0
224,106,142,0
232,110,117,0
222,105,153,0
223,105,145,0
221,105,156,0
197,83,174,0
226,106,133,0
204,92,183,0
197,85,186,0
77,0,234,0
66,0,254,0
5,0,254,0
198,142,156,0
75,0,187,0
52,0,212,0
1,0,212,0
221,104,156,0
187,92,156,0
10,0,254,0
217,105,156,0
15,0,187,0
233,111,116,0
213,96,160,0
219,102,156,0
156,75,113,0
75,0,234,0
36,0,254,0
208,93,170,0
204,91,179,0
176,156,113,0
150,113,113,0
209,94,167,0
72,0,254,0
207,90,162,0
208,93,169,0
223,105,151,0
206,92,174,0
0,0,113,1
53,0,0,1
0,113,0,1
35,10,0,1
38,29,0,1
2,0,0,1
6,0,29,1
15,0,0,1
2,0,9,1
21,0,21,1
11,0,0,1
32,0,29,1
17,4,0,1
7,0,0,1
5,0,0,1
4,0,0,1
15,0,17,1
26,0,26,1
24,1,0,1
27,0,28,1
12,0,36,1
29,0,0,1
0,0,24,1
38,0,0,1
13,0,0,1
53,113,0,1
117,0,113,1
1,0,113,1
218,0,156,2
212,0,152,2
254,127,0,2
239,117,113,2
239,0,113,2
242,118,80,2
254,135,0,2
237,0,113,2
224,0,141,2
242,118,78,2
230,0,121,2
52,234,113,2
0,254,0,2
193,81,191,2
239,117,106,2
222,0,156,2
215,0,158,2
235,111,81,2
241,0,88,2
113,239,0,2
58,218,123,2
1,252,2,2
0,212,0,2
0,156,0,2
252,125,7,2
0,234,0,2
252,125,6,2
0,187,0,2
253,126,2,2
193,176,113,2
239,117,0,2
113,217,0,2
253,126,0,2
3,249,9,2
254,133,0,2
254,132,0,2
241,117,91,2
188,78,196,2
2,251,3,2
2,250,5,2
242,118,75,2
221,0,156,2
48,230,104,2
230,0,122,2
233,0,117,2
44,235,96,2
240,117,0,2
105,156,0,2
232,0,118,2
252,125,0,2
75,212,0,2
53,234,0,2
10,244,28,2
33,236,75,2
92,187,0,2
223,0,149,2
113,254,0,2
212,150,113,2
0,234,113,2
187,176,113,2
234,117,113,2
254,129,0,2
214,0,159,2
240,117,94,2
254,153,0,2
223,0,150,2
254,127,1,2
53,229,114,2
113,163,0,2
53,156,0,2
208,0,168,2
208,0,161,2
242,0,75,2
207,0,172,2
198,0,156,2
206,0,174,2
52,211,113,2
53,233,1,2
53,234,1,2
217,0,113,2
242,0,77,2
230,0,120,2
238,0,113,2
235,0,115,2
212,0,162,2
243,0,70,2
53,231,113,2
60,216,126,2
16,241,39,2
222,0,154,2
244,119,60,2
238,115,113,2
40,235,88,2
237,115,113,2
234,127,0,2
187,187,113,2
254,139,0,2
254,142,0,2
254,134,0,2
254,146,0,2
52,212,113,2
241,116,80,2
205,146,27,2
0,186,1,2
237,112,74,2
185,76,203,2
191,79,191,2
212,0,159,2
5,247,14,2
0,253,1,2
246,120,0,2
2,251,4,2
22,239,52,2
32,236,72,2
241,117,0,2
45,232,98,2
51,234,111,2
7,243,18,2
53,232,113,2
59,211,124,2
9,244,25,2
60,200,124,2
250,123,0,2
242,0,73,2
27,237,62,2
54,226,115,2
163,0,113,2
209,0,161,2
3,249,7,2
52,187,113,2
1,253,1,2
3,248,10,2
47,235,102,2
62,215,131,2
56,220,120,2
236,114,114,2
192,80,192,2
233,110,97,2
239,117,112,2
240,117,92,2
245,119,0,2
184,76,206,2
177,75,182,2
247,121,0,2
250,123,15,2
211,0,159,2
226,0,132,2
229,0,122,2
220,0,156,2
43,235,94,2
227,0,128,2
209,0,160,2
227,0,130,2
242,0,81,2
156,75,156,2
254,128,0,2
210,0,165,2
254,150,0,2
253,126,1,2
249,122,22,2
233,111,110,2
244,119,61,2
249,126,0,2
13,242,34,2
171,70,187,2
44,164,93,2
10,240,26,2
52,234,112,2
14,240,35,2
28,237,63,2
1,231,3,2
251,124,0,2
248,121,32,2
219,0,156,2
189,78,196,2
244,118,63,2
253,126,3,2
254,143,0,2
254,130,0,2
3,179,9,2
212,150,0,2
105,214,0,2
54,224,116,2
11,243,29,2
240,0,99,2
210,0,159,2
241,117,88,2
252,125,4,2
254,140,0,2
0,212,113,2
0,212,156,2
113,212,0,2
33,236,74,2
211,0,155,2
53,228,114,2
222,0,128,2
238,116,0,2
226,153,39,2
49,229,106,2
32,236,71,2
1,232,2,2
239,115,0,2
113,234,0,2
239,0,112,2
124,234,0,2
50,234,109,2
57,218,122,2
2,250,7,2
56,221,118,2
47,235,103,2
113,193,0,2
235,113,114,2
252,125,5,2
220,0,85,2
242,0,79,2
241,117,90,2
189,78,194,2
219,0,135,2
236,0,114,2
57,210,120,2
37,235,83,2
6,246,19,2
11,243,30,2
242,118,0,2
191,80,193,2
254,137,0,2
254,131,0,2
198,187,113,2
199,0,162,2
243,118,70,2
186,76,201,2
75,0,254,3
126,0,254,3
91,0,187,3
99,0,254,3
116,0,254,3
104,0,234,3
104,0,212,3
74,0,254,3
104,0,254,3
116,0,234,3
105,0,254,3
120,0,254,3
91,0,254,3
96,0,254,3
92,0,254,3
118,0,254,3
123,0,254,3
117,0,254,3
128,2,250,3
182,0,212,3
143,29,237,3
212,212,0,3
254,254,0,3
234,234,0,3
254,239,0,3
203,0,187,3
254,172,0,3
182,75,212,3
254,205,0,3
254,248,0,3
254,246,0,3
222,212,0,3
239,234,0,3
254,183,0,3
128,0,250,3
254,192,0,3
254,222,0,3
187,187,0,3
133,0,156,3
187,204,0,3
212,183,0,3
156,222,0,3
254,237,0,3
254,197,0,3
204,187,0,3
224,213,0,3
229,218,0,3
254,191,0,3
254,224,0,3
254,185,0,3
254,201,0,3
254,233,0,3
254,204,0,3
136,17,241,3
132,8,245,3
222,193,0,3
254,253,1,3
139,22,239,3
113,0,254,3
107,0,254,3
76,0,254,3
85,0,254,3
131,6,246,3
120,35,242,3
129,0,248,3
217,212,0,3
154,0,235,3
120,32,243,3
118,52,239,3
156,254,0,3
187,254,0,3
212,254,0,3
121,30,243,3
234,254,0,3
113,53,234,3
156,75,212,3
130,22,239,3
254,171,0,3
254,162,0,3
253,252,2,3
234,233,1,3
248,243,30,3
254,214,0,3
113,53,212,3
254,159,0,3
100,0,254,3
234,234,113,3
254,226,0,3
88,0,254,3
78,0,254,3
119,0,254,3
254,228,0,3
254,210,0,3
254,199,0,3
254,177,0,3
226,214,0,3
254,200,0,3
205,187,0,3
106,0,254,3
161,0,193,3
130,0,248,3
174,0,214,3
134,0,242,3
202,0,187,3
197,0,177,3
130,0,247,3
128,0,251,3
122,18,246,3
97,34,197,3
125,3,251,3
117,70,237,3
130,4,248,3
181,0,212,3
153,0,235,3
187,0,198,3
132,0,245,3
194,0,190,3
134,0,243,3
203,0,186,3
132,0,244,3
150,0,212,3
120,33,242,3
119,48,240,3
118,51,239,3
254,202,0,3
254,206,0,3
113,65,234,3
103,0,254,3
156,75,187,3
79,0,254,3
92,0,187,3
114,42,235,3
254,186,0,3
254,193,0,3
254,234,0,3
254,223,0,3
254,211,0,3
94,0,254,3
115,0,254,3
254,216,0,3
254,196,0,3
145,0,236,3
254,220,0,3
212,212,113,3
234,197,0,3
254,250,0,3
254,230,0,3
254,207,0,3
254,188,0,3
254,195,0,3
254,198,0,3
254,194,0,3
254,209,0,3
110,0,254,3
254,240,0,3
95,0,254,3
121,0,254,3
89,0,254,3
254,235,0,3
124,0,254,3
86,0,254,3
254,236,0,3
252,251,4,3
167,58,218,3
254,182,0,3
139,23,239,3
234,234,1,3
129,3,249,3
172,63,215,3
187,239,0,3
234,239,0,3
238,176,0,3
125,2,252,3
129,0,249,3
133,9,244,3
252,250,6,3
198,0,188,3
118,61,238,3
123,15,247,3
182,74,212,3
199,0,187,3
144,0,237,3
91,0,234,3
82,0,254,3
254,176,0,3
112,72,227,3
117,73,236,3
123,9,249,3
185,0,205,3
142,0,237,3
193,0,191,3
93,66,190,3
154,54,201,3
117,76,236,3
126,1,253,3
175,66,212,3
143,0,237,3
184,0,193,3
140,24,238,3
253,253,1,3
166,58,219,3
254,244,0,3
254,167,0,3
125,0,254,3
77,0,254,3
84,0,254,3
254,227,0,3
211,191,0,3
227,215,0,3
119,43,241,3
156,198,0,3
185,0,204,3
254,165,0,3
254,168,0,3
200,0,187,3
163,75,212,3
254,190,0,3
203,0,175,3
175,0,208,3
97,0,254,3
254,242,0,3
179,0,213,3
254,232,0,3
254,160,0,3
176,0,187,3
173,61,204,3
253,252,3,3
119,46,240,3
138,20,239,3
167,57,212,3
184,0,194,3
198,187,0,3
222,170,0,3
167,57,215,3
254,187,0,3
254,215,0,3
254,225,0,3
113,53,187,3
83,0,254,3
234,210,113,3
123,8,249,3
202,178,44,3
123,11,248,3
187,0,189,3
133,10,244,3
185,0,202,3
243,235,0,3
234,219,0,3
156,234,0,3
253,251,3,3
170,0,156,3
234,183,0,3
203,0,180,3
119,43,240,3
124,6,250,3
137,18,240,3
183,75,210,3
121,28,244,3
251,248,0,3
198,212,0,3
170,212,0,3
176,187,0,3
206,0,176,3
143,30,237,3
146,220,23,3
254,251,0,3
254,212,0,3
122,0,254,3
254,173,0,3
254,189,0,3
253,236,0,3
236,230,0,3
219,202,0,3
142,0,187,3
183,75,208,3
117,72,236,3
142,53,187,3
117,74,236,3
234,176,0,3
254,243,0,3
137,19,240,3
217,212,113,3
90,0,254,3
176,0,211,3
96,42,195,3
125,1,253,3
110,18,223,3
117,0,0,4
127,0,0,4
92,0,0,4
105,0,0,4
127,0,11,4
127,0,3,4
113,0,0,4
156,0,0,4
212,0,0,4
254,0,0,4
234,0,0,4
113,53,0,4
187,0,0,4
113,113,0,4
187,92,0,4
156,75,0,4
158,113,0,4
127,0,1,4
116,113,234,4
104,156,212,4
91,187,187,4
142,113,0,4
132,17,0,4
147,78,0,4
150,124,212,4
91,187,186,4
151,195,118,4
158,53,0,4
150,53,0,4
183,75,0,4
113,68,68,4
252,0,6,4
104,113,212,4
91,113,187,4
93,168,190,4
142,27,0,4
