151,41,0,4
109,118,221,4
162,54,0,4
159,53,0,4
116,110,234,4
146,32,0,4
114,113,232,4
103,134,210,4
205,88,0,4
107,125,217,4
185,73,0,4
117,113,0,4
84,187,174,4
154,124,200,4
156,133,187,4
113,124,212,4
0,113,234,4
0,156,212,4
168,59,0,4
113,113,234,4
156,156,212,4
212,212,156,4
187,187,187,4
244,0,58,4
92,175,188,4
129,2,0,4
127,0,2,4
101,156,206,4
75,113,0,4
92,113,0,4
185,76,0,4
244,0,61,4
91,176,188,4
105,142,213,4
105,135,214,4
75,113,156,4
127,0,9,4
193,187,156,4
244,0,59,4
176,75,0,4
170,133,156,4
113,113,156,4
113,113,113,4
127,0,5,4
105,137,214,4
249,0,22,4
92,171,189,4
91,156,187,4
192,85,0,4
94,165,191,4
183,72,0,4
105,138,213,4
103,156,209,4
107,120,217,4
103,122,209,4
92,176,188,4
172,61,0,4
83,168,171,4
107,126,216,4
89,138,180,4
150,113,0,4
133,113,0,4
131,5,0,4
134,11,0,4
234,0,1,4
155,49,0,4
187,77,0,4
151,42,0,4
139,21,0,4
113,113,212,4
156,76,0,4
86,187,177,4
88,156,182,4
93,144,189,4
87,186,180,4
104,133,212,4
91,181,187,4
87,135,178,4
252,0,7,4
252,0,4,4
108,0,4,4
253,0,3,4
85,169,174,4
106,119,216,4
105,130,213,4
89,112,179,4
89,179,182,4
100,157,203,4
170,75,0,4
176,66,0,4
135,12,0,4
132,6,0,4
147,34,0,4
148,37,0,4
139,20,0,4
124,113,0,4
163,54,0,4
187,187,156,4
244,0,64,4
249,0,23,4
197,84,0,4
128,1,0,4
105,146,213,4
193,81,0,4
124,53,0,4
156,144,212,4
127,0,20,4
78,165,161,4
91,180,187,4
103,156,211,4
75,156,156,4
104,147,213,4
93,162,190,4
104,150,212,4
90,168,184,4
104,127,210,4
174,170,136,4
201,89,0,4
184,76,0,4
134,10,0,4
156,156,156,4
253,0,2,4
104,123,212,4
136,15,0,4
89,161,183,4
171,62,0,4
174,65,0,4
105,141,213,4
91,159,186,4
154,46,0,4
160,53,0,4
130,4,0,4
164,56,0,4
110,115,223,4
107,106,216,4
151,35,0,4
112,114,227,4
193,79,0,4
127,0,4,4
131,4,0,4
198,92,0,4
254,0,1,4
108,121,219,4
89,187,183,4
100,156,204,4
91,186,187,4
88,187,180,4
97,154,197,4
110,117,223,4
117,0,5,4
130,3,0,4
146,124,175,4
204,91,0,4
162,55,0,4
154,47,0,4
101,26,0,4
146,57,0,4
160,114,0,4
142,25,0,4
141,24,0,4
135,13,0,4
91,178,187,4
104,151,212,4
115,113,232,4
106,127,216,4
106,129,215,4
108,117,218,4
190,78,0,4
104,139,211,4
132,7,0,4
91,185,187,4
155,0,0,4
124,113,212,4
247,0,34,4
108,120,219,4
254,158,0,5
75,212,156,5
234,158,0,5
251,156,0,5
124,217,113,5
78,183,161,5
0,187,187,5
254,155,0,5
52,156,113,5
75,210,156,5
77,189,160,5
71,212,149,5
75,187,156,5
71,156,148,5
81,190,167,5
254,152,0,5
75,203,157,5
79,192,164,5
76,198,158,5
72,212,149,5
78,193,162,5
62,199,130,5
64,214,135,5
70,192,145,5
52,113,112,5
75,207,156,5
75,208,156,5
150,124,0,5
80,189,164,5
71,213,148,5
78,194,161,5
254,156,0,5
74,212,155,5
75,209,156,5
70,213,147,5
66,213,139,5
75,204,156,5
82,188,170,5
66,207,138,5
74,212,154,5
157,0,234,6
212,105,0,6
234,117,0,6
156,156,0,6
157,53,234,6
153,46,235,6
183,156,0,6
152,42,231,6
181,151,0,6
223,105,0,6
222,105,0,6
204,92,0,6
209,94,0,6
225,106,0,6
155,49,234,6
157,44,220,6
158,53,233,6
150,42,235,6
112,99,227,6
227,107,0,6
116,105,235,6
210,94,0,6
163,156,0,6
124,0,113,6
223,103,0,6
156,155,0,6
155,0,234,6
169,0,217,6
160,0,228,6
164,0,221,6
145,34,236,6
105,0,156,6
171,0,215,6
116,92,235,6
212,109,0,6
169,0,215,6
159,0,230,6
217,105,0,6
150,53,212,6
159,0,231,6
172,0,215,6
245,119,55,6
239,150,0,6
183,155,0,6
116,95,235,6
163,56,222,6
117,81,236,6
220,103,0,6
212,96,0,6
157,52,234,6
116,90,234,6
218,101,0,6
159,53,231,6
246,120,47,6
157,43,219,6
207,93,0,6
230,109,0,6
166,0,219,6
245,119,51,6
234,110,0,6
235,113,0,6
215,98,0,6
224,105,0,6
234,112,0,6
147,37,236,6
232,111,0,6
230,108,0,6
149,40,235,6
216,99,0,6
232,110,0,6
245,119,53,6
162,0,224,6
156,133,0,6
187,142,0,6
156,0,234,6
246,120,43,6
116,109,234,6
238,113,0,6
233,111,0,6
231,110,0,6
176,156,0,6
162,54,225,6
164,0,216,6
220,102,0,6
116,96,235,6
205,92,0,6
116,91,235,6
236,114,0,6
231,109,0,6
216,96,0,6
231,108,0,6
164,56,222,6
172,132,0,6
180,149,0,6
217,100,0,6
221,99,0,6
214,97,0,6
161,54,226,6
163,55,223,6
170,156,0,6
158,0,232,6
163,0,223,6
159,53,230,6
169,0,216,6
160,54,229,6
