  25 116,76,235
  25 116,109,234
  25 116,105,235
  25 116,102,235
  25 115,64,232
  25 115,113,232
  25 114,42,235
  25 114,114,230
  25 114,113,232
  25 114,0,254
  25 113,65,234
  25 113,53,212
  25 113,53,187
  25 113,234,0
  25 113,212,0
  25 113,193,0
  25 113,187,0
  25 113,114,228
  25 113,113,187
  25 113,113,0
  25 112,99,227
  25 112,114,227
  25 111,114,225
  25 110,18,223
  25 110,117,223
  25 110,115,223
  25 11,243,30
  25 11,243,29
  25 11,0,0
  25 109,119,220
  25 108,121,219
  25 108,120,219
  25 108,117,220
  25 108,117,218
  25 107,123,217
  25 107,120,217
  25 107,117,217
  25 107,106,216
  25 106,130,215
  25 106,129,215
  25 106,127,216
  25 106,119,216
  25 106,119,215
  25 105,81,214
  25 105,214,0
  25 105,147,213
  25 105,145,213
  25 105,134,214
  25 105,130,213
  25 105,0,5
  25 104,156,211
  25 104,155,212
  25 104,151,212
  25 104,150,212
  25 104,147,213
  25 104,139,211
  25 104,127,210
  25 104,123,212
  25 103,156,210
  25 103,156,209
  25 103,134,210
  25 103,113,209
  25 100,157,203
  25 100,156,204
  25 10,244,27
  25 10,240,26
  25 10,0,254
  25 10,0,234
  25 1,232,2
  25 1,231,3
  25 1,0,212
  25 0,211,1
  25 0,156,156
  25 0,113,212
  25 0,0,24
  24 255,0,0
  24 242,0,78
  24 232,0,0
  24 222,212,3
  24 220,103,156
  24 210,0,0
  24 208,0,166
  24 191,0,193
  24 189,0,196
  24 188,75,190
  24 185,0,204
  24 185,0,0
  23 127,0,30
  21 9,0,22
  21 7,0,26
  21 29,0,24
  21 254,136,0
  21 25,2,0
  21 228,0,127
  21 191,0,192
  21 16,0,0
  20 32,0,30
  20 26,0,0
  20 2,0,0
  20 160,0,227
  20 14,0,0
  19 254,133,0
  19 254,128,0
  19 156,75,156
  19 156,144,212
  18 34,1,0
  18 30,0,0
  18 23,0,0
  18 2,0,212
  18 168,0,215
  17 34,0,0
  17 27,1,0
  17 24,0,10
  17 211,95,163
  17 161,0,226
  17 127,0,20
  15 5,0,20
  15 25,1,0
  15 228,0,117
  15 2,0,11
  15 185,76,203
  15 140,0,238
  15 12,0,0
  15 101,0,254
  15 0,0,3
  14 6,0,0
  14 58,0,254
  14 27,0,254
  14 254,184,0
  14 247,242,34
  14 163,75,212
  14 154,0,231
  14 150,0,212
  14 112,0,254
  14 1,0,7
  13 44,0,254
  13 254,150,0
  13 252,0,4
  12 38,0,254
  12 234,232,113
  12 203,0,175
  12 175,0,208
  11 51,0,254
  11 249,122,22
  11 233,111,110
  10 244,119,61
   7 173,61,204
   7 129,3,249
   6 78,165,161
   5 249,126,0
   5 103,156,211
   4 222,105,152
   4 213,97,159
   4 157,44,220
   4 155,49,234
   4 136,17,241
   4 132,8,245
   4 0,186,1
   2 79,192,164
   2 241,117,91
   2 237,112,74
   2 145,34,236
   2 105,137,214
   1 75,113,0
   1 2540,212,0
   1 254,254234,234,0
   1 254,20,0,0
   1 254,0,
   1 25234,234,0
   1 249,0,22
   1 239,234,0254,254,0
   1 222,193,0
   1 192,0,0
   1 163,56,222
   1 139,22,239
   1 127212,0,0
   1 127116,0,234
   1 126,00,212,0
   1 126,0,254234,0,0
   1 126,0,187,187,0
   1 0,254117,0,0
   1 0,254,126,0,254
   1 0,254,0234,117,0
   1 0,254,0234,0,0
   1 0,212,212,0
   1 0,0234,234,0
   1 0,0,2540,212,0
